,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
2722,0,0,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0,29,42,0.6272163120567376,0.0,0.0,0.0,0.0,1.0,0.0
2723,0,1,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,0,33,32,0.599690196946227,0.0,1.0,0.0,0.0,0.0,0.0
2724,0,0,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1,31,32,0.49623393885688966,0.0,0.0,1.0,0.0,0.0,0.0
2725,0,0,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,0,33,26,0.527876631079478,0.0,0.0,1.0,0.0,0.0,0.0
2726,0,0,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0,30,43,0.6884853322690082,0.0,0.0,0.0,0.0,1.0,0.0
2727,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0,30,33,0.5813351733655339,0.0,0.0,1.0,0.0,0.0,0.0
2728,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0,49,29,0.528597632149408,1.0,0.0,0.0,0.0,0.0,0.0
2729,0,0,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,0,38,32,0.572869753197622,0.0,0.0,0.0,1.0,0.0,0.0
2730,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,0,31,32,0.5719673161533626,0.0,0.0,1.0,0.0,0.0,0.0
2731,0,0,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1,41,30,0.4408221119773211,0.0,0.0,1.0,0.0,0.0,0.0
2732,1,0,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1,39,27,0.44579677328049816,0.0,0.0,0.0,0.0,1.0,0.0
2733,0,0,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,0,36,24,0.43203371970495263,0.0,0.0,0.0,0.0,0.0,1.0
2734,1,1,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,0,28,38,0.5478477410174315,0.0,0.0,0.0,0.0,1.0,0.0
2735,1,1,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1,27,37,0.4972859394151637,0.0,0.0,0.0,0.0,1.0,0.0
2736,0,1,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0,42,27,0.7430402563589025,0.0,0.0,0.0,0.0,1.0,0.0
2737,0,0,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0,32,29,0.569818409517846,0.0,0.0,0.0,1.0,0.0,0.0
2738,0,0,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,0,36,31,0.5814441645675903,0.0,0.0,0.0,0.0,1.0,0.0
2739,0,1,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,0,22,40,0.5930871956009426,0.0,0.0,0.0,1.0,0.0,0.0
2740,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,29,29,0.4689010634869481,0.0,1.0,0.0,0.0,0.0,0.0
2741,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0,30,31,0.5608190709046454,0.0,0.0,0.0,0.0,1.0,0.0
2742,0,1,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0,33,38,0.48239124001183786,0.0,0.0,1.0,0.0,0.0,0.0
2743,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0,26,33,0.4291360813099943,0.0,0.0,1.0,0.0,0.0,0.0
2744,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0,27,37,0.6975727093811503,0.0,0.0,0.0,0.0,0.0,1.0
2745,0,1,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1,39,34,0.6373721992603871,0.0,0.0,1.0,0.0,0.0,0.0
2746,0,0,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,0,32,34,0.6131442805135083,0.0,0.0,0.0,0.0,0.0,1.0
2747,0,0,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1,32,32,0.3255637192804661,0.0,0.0,1.0,0.0,0.0,0.0
2748,0,0,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0,28,38,0.46745219238941466,0.0,0.0,0.0,0.0,1.0,0.0
2749,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0,32,33,0.5482855723041246,0.0,0.0,0.0,0.0,1.0,0.0
2750,0,0,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0,28,39,0.6357279084551812,1.0,0.0,0.0,0.0,0.0,0.0
2751,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0,32,34,0.4275905118601748,1.0,0.0,0.0,0.0,0.0,0.0
2752,0,1,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0,32,36,0.5708207764580748,0.0,1.0,0.0,0.0,0.0,0.0
2753,0,0,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0,30,38,0.7273721629751161,1.0,0.0,0.0,0.0,0.0,0.0
2754,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0,38,31,0.4186866460996033,1.0,0.0,0.0,0.0,0.0,0.0
2755,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,26,44,0.42838667959909477,0.0,0.0,0.0,0.0,1.0,0.0
2756,0,0,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0,30,34,0.8551483420593368,1.0,0.0,0.0,0.0,0.0,0.0
2757,0,0,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0,34,42,0.3249097472924188,0.0,0.0,0.0,0.0,1.0,0.0
2758,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0,36,28,0.5694656488549619,1.0,0.0,0.0,0.0,0.0,0.0
2759,0,0,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0,35,29,0.8396048918156162,1.0,0.0,0.0,0.0,0.0,0.0
2760,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1,30,31,0.3956303513433717,1.0,0.0,0.0,0.0,0.0,0.0
2761,0,0,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0,29,36,0.5621603260869565,0.0,0.0,0.0,0.0,1.0,0.0
2762,0,0,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0,30,37,0.6962847492855287,0.0,0.0,1.0,0.0,0.0,0.0
2763,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0,34,35,0.633195953540652,0.0,0.0,0.0,0.0,1.0,0.0
2764,0,1,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,0,36,35,0.4014939309056956,0.0,0.0,1.0,0.0,0.0,0.0
2765,0,0,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0,36,34,0.6533575317604357,0.0,0.0,0.0,0.0,1.0,0.0
2766,1,0,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0,27,31,0.4732895970009372,0.0,0.0,0.0,0.0,1.0,0.0
2767,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0,29,37,0.5981346309813462,0.0,0.0,0.0,0.0,1.0,0.0
2768,0,1,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,0,32,40,0.5907584324429712,0.0,0.0,0.0,0.0,0.0,1.0
2769,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0,31,37,0.46520214140668265,1.0,0.0,0.0,0.0,0.0,0.0
2770,0,1,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0,26,46,0.4493087557603687,0.0,0.0,1.0,0.0,0.0,0.0
2771,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0,41,30,0.40390440928980137,1.0,0.0,0.0,0.0,0.0,0.0
2772,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1,30,42,0.591610605461021,1.0,0.0,0.0,0.0,0.0,0.0
2773,0,1,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1,24,42,0.4764795144157815,0.0,0.0,1.0,0.0,0.0,0.0
2774,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1,38,36,0.5592460991812143,0.0,0.0,1.0,0.0,0.0,0.0
2775,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,0,46,25,0.44529262086514,0.0,0.0,0.0,1.0,0.0,0.0
2776,0,1,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,0,29,39,0.6094884349147393,1.0,0.0,0.0,0.0,0.0,0.0
2777,0,0,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0,43,21,0.34347399411187435,1.0,0.0,0.0,0.0,0.0,0.0
2778,0,0,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,0,31,32,0.5714788113240724,0.0,0.0,1.0,0.0,0.0,0.0
2779,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,28,30,0.5870580386924616,0.0,0.0,0.0,0.0,0.0,1.0
2780,0,0,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0,30,36,0.4028226992061158,1.0,0.0,0.0,0.0,0.0,0.0
2781,0,0,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0,39,31,0.37014470677837014,0.0,0.0,0.0,0.0,1.0,0.0
2782,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0,38,29,0.4924491135915956,1.0,0.0,0.0,0.0,0.0,0.0
2783,0,1,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0,36,29,0.5148356054530874,1.0,0.0,0.0,0.0,0.0,0.0
2784,0,0,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,36,31,0.3629992992291521,0.0,0.0,1.0,0.0,0.0,0.0
2785,0,0,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,1,35,31,0.599543205177008,1.0,0.0,0.0,0.0,0.0,0.0
2786,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1,41,31,0.5271938605271939,0.0,0.0,0.0,0.0,1.0,0.0
2787,0,0,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0,53,21,0.5537911869789599,0.0,0.0,0.0,0.0,1.0,0.0
2788,0,0,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0,39,32,0.4963820549927641,1.0,0.0,0.0,0.0,0.0,0.0
2789,0,1,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0,31,39,0.5236691520721345,0.0,0.0,0.0,1.0,0.0,0.0
2790,0,1,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0,26,35,0.7141048366675108,0.0,0.0,0.0,0.0,1.0,0.0
2791,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0,28,35,0.408650470439545,0.0,0.0,0.0,1.0,0.0,0.0
2792,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,0,36,28,0.7611817808781289,0.0,0.0,0.0,0.0,1.0,0.0
2793,0,1,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0,20,48,0.4260149572649573,0.0,0.0,0.0,0.0,1.0,0.0
2794,1,0,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1,30,36,0.48546554522650137,0.0,0.0,0.0,1.0,0.0,0.0
2795,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0,26,26,0.5894186280426473,1.0,0.0,0.0,0.0,0.0,0.0
2796,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0,34,32,0.7394300614639598,0.0,1.0,0.0,0.0,0.0,0.0
2797,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0,26,42,0.5127697485646407,0.0,0.0,0.0,0.0,1.0,0.0
2798,0,0,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0,38,36,0.5515088449531738,1.0,0.0,0.0,0.0,0.0,0.0
2799,0,0,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0,34,37,0.5420295006220011,0.0,0.0,1.0,0.0,0.0,0.0
2800,1,0,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,1,21,32,0.3921875,1.0,0.0,0.0,0.0,0.0,0.0
2801,0,0,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0,30,37,0.43497558810474923,0.0,1.0,0.0,0.0,0.0,0.0
2802,0,0,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0,31,33,0.5987910842463167,0.0,0.0,0.0,0.0,1.0,0.0
2803,0,0,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0,33,27,0.47743509322181565,0.0,0.0,1.0,0.0,0.0,0.0
2804,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0,37,30,0.6382145653876272,0.0,0.0,0.0,0.0,1.0,0.0
2805,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0,26,28,0.4911274421939416,1.0,0.0,0.0,0.0,0.0,0.0
2806,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0,38,27,0.42118975249674334,0.0,0.0,1.0,0.0,0.0,0.0
2807,0,0,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,37,28,0.5877680698967435,0.0,1.0,0.0,0.0,0.0,0.0
2808,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,37,37,0.49823855057876193,1.0,0.0,0.0,0.0,0.0,0.0
2809,0,0,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,28,37,0.5854034276911227,0.0,0.0,0.0,0.0,0.0,1.0
2810,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,39,34,0.36959761549925485,0.0,0.0,1.0,0.0,0.0,0.0
2811,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,33,29,0.6815783920658367,0.0,0.0,1.0,0.0,0.0,0.0
2812,0,1,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,24,44,0.4568132210788899,0.0,0.0,0.0,0.0,0.0,1.0
2813,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,33,37,0.5091457665472374,0.0,0.0,1.0,0.0,0.0,0.0
2814,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,29,40,0.4547114682249817,0.0,0.0,1.0,0.0,0.0,0.0
2815,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,37,27,0.43322789162426073,0.0,0.0,1.0,0.0,0.0,0.0
2816,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,31,33,0.487993803253292,0.0,0.0,0.0,1.0,0.0,0.0
2817,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,30,35,0.6644934804413241,1.0,0.0,0.0,0.0,0.0,0.0
2818,1,0,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,28,35,0.6746463547334058,0.0,0.0,0.0,0.0,0.0,1.0
2819,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,44,29,0.5606027033015731,0.0,0.0,0.0,1.0,0.0,0.0
2820,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,24,42,0.5717936431879892,1.0,0.0,0.0,0.0,0.0,0.0
2821,0,0,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,24,39,0.42762115932847644,0.0,0.0,0.0,0.0,1.0,0.0
2822,1,0,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,35,35,0.5678519593613934,0.0,0.0,1.0,0.0,0.0,0.0
2823,0,0,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,36,34,0.5107941403238243,1.0,0.0,0.0,0.0,0.0,0.0
2824,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,38,39,0.2778148791238146,0.0,0.0,0.0,1.0,0.0,0.0
2825,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,41,36,0.693617894520829,0.0,0.0,0.0,0.0,1.0,0.0
2826,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,37,30,0.5685279187817259,1.0,0.0,0.0,0.0,0.0,0.0
2827,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,42,28,0.4281619491221785,0.0,0.0,0.0,0.0,1.0,0.0
2828,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1,39,29,0.6537625913490025,0.0,0.0,0.0,0.0,1.0,0.0
2829,0,1,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,0,34,35,0.5076586433260394,0.0,0.0,0.0,0.0,1.0,0.0
2830,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0,37,27,0.5790190735694823,0.0,1.0,0.0,0.0,0.0,0.0
2831,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0,41,19,0.5647317917256567,0.0,0.0,1.0,0.0,0.0,0.0
2832,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0,36,34,0.5505415162454874,0.0,0.0,1.0,0.0,0.0,0.0
2833,0,0,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0,29,36,0.6543713424366021,0.0,0.0,1.0,0.0,0.0,0.0
2834,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0,26,44,0.5386796273795058,1.0,0.0,0.0,0.0,0.0,0.0
2835,0,1,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0,29,30,0.5088062622309197,0.0,0.0,0.0,0.0,0.0,1.0
2836,0,0,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0,38,22,0.602020202020202,0.0,0.0,1.0,0.0,0.0,0.0
2837,0,0,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,0,41,34,0.43551344743276277,0.0,0.0,0.0,0.0,1.0,0.0
2838,0,1,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0,38,26,0.4899821463995239,0.0,0.0,0.0,0.0,0.0,1.0
2839,0,0,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1,34,32,0.36985256736146416,0.0,0.0,0.0,0.0,1.0,0.0
2840,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0,35,27,0.592547342700061,0.0,0.0,1.0,0.0,0.0,0.0
2841,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,0,35,33,0.6729711897954694,0.0,0.0,0.0,0.0,0.0,1.0
2842,0,1,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0,32,36,0.5063861758076634,0.0,0.0,1.0,0.0,0.0,0.0
2843,0,0,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,0,31,34,0.602640545144804,1.0,0.0,0.0,0.0,0.0,0.0
2844,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0,28,30,0.4597048808172531,0.0,0.0,1.0,0.0,0.0,0.0
2845,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0,30,39,0.5007974481658692,0.0,0.0,0.0,0.0,1.0,0.0
2846,0,0,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0,27,34,0.47518159806295396,0.0,0.0,1.0,0.0,0.0,0.0
2847,1,1,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0,32,33,0.46454767726161367,0.0,0.0,0.0,1.0,0.0,0.0
2848,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0,36,30,0.5179704016913319,0.0,0.0,1.0,0.0,0.0,0.0
2849,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0,41,25,0.6017523557612828,1.0,0.0,0.0,0.0,0.0,0.0
2850,0,0,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,0,26,35,0.6155567991046447,0.0,0.0,0.0,1.0,0.0,0.0
2851,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0,29,35,0.59818968909878,0.0,0.0,1.0,0.0,0.0,0.0
2852,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0,23,37,0.5803242446573323,1.0,0.0,0.0,0.0,0.0,0.0
2853,0,1,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0,38,17,0.40542749713912046,0.0,0.0,1.0,0.0,0.0,0.0
2854,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0,30,31,0.46995489596973666,0.0,0.0,1.0,0.0,0.0,0.0
2855,0,0,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,0,36,35,0.5434604681617287,1.0,0.0,0.0,0.0,0.0,0.0
2856,0,0,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,0,33,37,0.5265011445677056,1.0,0.0,0.0,0.0,0.0,0.0
2857,0,0,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0,38,38,0.47648230427455185,0.0,0.0,1.0,0.0,0.0,0.0
2858,0,1,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0,29,36,0.49950613799915344,0.0,0.0,0.0,0.0,1.0,0.0
2859,0,0,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0,36,31,1.2106615285806037,0.0,0.0,1.0,0.0,0.0,0.0
2860,0,0,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0,33,36,0.3971674876847291,0.0,0.0,0.0,0.0,0.0,1.0
2861,0,1,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0,37,31,0.41778975741239893,0.0,0.0,0.0,0.0,0.0,1.0
2862,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0,25,31,0.550353525702274,0.0,0.0,1.0,0.0,0.0,0.0
2863,0,0,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0,38,29,0.4443794766846953,0.0,0.0,1.0,0.0,0.0,0.0
2864,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0,31,39,0.585456386030032,0.0,0.0,0.0,0.0,1.0,0.0
2865,0,1,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1,35,37,0.556663644605621,0.0,0.0,1.0,0.0,0.0,0.0
2866,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,0,34,24,0.6790945406125167,1.0,0.0,0.0,0.0,0.0,0.0
2867,0,0,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,0,42,26,0.4026738819035493,1.0,0.0,0.0,0.0,0.0,0.0
2868,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1,31,30,0.41787339677285895,0.0,0.0,1.0,0.0,0.0,0.0
2869,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0,34,29,0.3972232934824527,0.0,0.0,1.0,0.0,0.0,0.0
2870,0,0,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,0,27,39,0.5912127961125734,0.0,0.0,0.0,0.0,1.0,0.0
2871,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0,25,44,0.47030105777054515,0.0,0.0,0.0,0.0,1.0,0.0
2872,0,0,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0,27,40,0.7021677662582468,0.0,0.0,1.0,0.0,0.0,0.0
2873,0,0,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0,33,40,0.4683885890516577,0.0,0.0,1.0,0.0,0.0,0.0
2874,0,0,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1,32,38,0.4004160166406656,0.0,0.0,0.0,1.0,0.0,0.0
2875,0,1,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0,35,32,0.35687732342007433,0.0,0.0,0.0,0.0,1.0,0.0
